id,sentence,difficulty,cleaned_text
3736,"Le deuxième profil représente les cantons qui ont des instruments de contingentement spatial à l'apparence similaires à ceux du premier groupe, mais qui sont utilisés avec une précision moindre et ouvrant plus facilement la porte à des exceptions et à des modifications des limites des zones constructibles.",C2,deuxime profil reprsente cantons instruments contingentement spatial lapparence similaires ceux premier groupe utiliss prcision moindre ouvrant plus facilement porte exceptions modifications limites zones constructibles
3737,"De peur de paraître ridicule, Emma voulut, avant d'entrer, faire un tour de promenade sur le port, et Bovary, par prudence, garda les billets à sa main, dans la poche de son pantalon, qu'il appuyait contre son ventre.",C1,peur paratre ridicule emma voulut avant dentrer faire tour promenade port bovary prudence garda billets main poche pantalon quil appuyait contre ventre
3738,Les appréciations sur le bulletin de notes sont aussi importantes que les moyennes elles-mêmes.,B2,apprciations bulletin notes aussi importantes moyennes ellesmmes
3739,"D'abord, nous voulions dormir à l'hôtel mais finalement Martine, mon amie d'enfance, nous a proposé d'aller chez elle alors nous avons accepté.",B1,dabord voulions dormir lhtel finalement martine amie denfance a propos daller chez alors accept
3740,"A l'arrière, ils ont un jardin magnifique.",A2,a larrire jardin magnifique
3741,"À mi-parcours, il doit souvent faire demi-tour.",B2,miparcours doit souvent faire demitour
3742,Vous mangeâtes des escargots et des langoustines servis dans un plat garnit de glace pillée afin de conserver le met prestigieux au frais.,C1,mangetes escargots langoustines servis plat garnit glace pille afin conserver met prestigieux frais
3743,La réponse est oui.,A1,rponse oui
3744,Chaque organe doit trouver sa place en fonction de critères différents comme le centre de gravité.,C1,chaque organe doit trouver place fonction critres diffrents comme centre gravit
3745,"Le centre commercial est l'endroit idéal pour passer un bon moment avec sa famille, ses amis ou ses collègues de travail",A2,centre commercial lendroit ideal passer bon moment famille amis collegues travail
3746,"Elle sourit involontairement de vanité, en voyant la foule qui se précipitait à droite par l'autre corridor, tandis qu'elle montait l'escalier des premières.",C2,sourit involontairement vanit voyant foule prcipitait droite lautre corridor tandis quelle montait lescalier premires
3747,Comment est-ce que je me sens ? J'ai peur d'une nouvelle éruption,A2,comment estce sens jai peur dune nouvelle ruption
3748,"C'est alors qu'on le voyait, se promenant sur le Prater, porter dans un poing ostensiblement serré l'exquis mouchoir de lin jaune et noir qui évoquait à grands cris l'ordonnance de 1468 promulguée par un certain Pietro Barbo et exigeant que, la corde au cou, la race de Guido courût sur le Corso pour l'amusement de la populace chrétienne, cependant que les dames de noble naissance, assises sur des colonnes vertébrales trop raffinées pour se détendre, se levaient de leurs sièges et, en compagnie des cardinaux à robe rouge et des monsignori, applaudissaient avec l'abandon froid mais hystérique d'un peuple qui est tout ensemble injuste et heureux - le pape lui-même étant précipité de sa prise sur le ciel par le rire d'un homme qui renonce à ses anges pour récupérer la bête.",C2,cest alors quon voyait promenant prater porter poing ostensiblement serr lexquis mouchoir lin jaune noir voquait grands cris lordonnance promulgue certain pietro barbo exigeant corde cou race guido court corso lamusement populace chrtienne cependant dames noble naissance assises colonnes vertbrales trop raffines dtendre levaient leurs siges compagnie cardinaux robe rouge monsignori applaudissaient labandon froid hystrique dun peuple tout ensemble injuste heureux pape luimme tant prcipit prise ciel rire dun homme renonce anges rcuprer bte
3749,Communiquer et penser dans tant de langages impose à l'individu contemporain d'entrer dans des systèmes et des réseaux qu'il doit comprendre et hiérarchiser.,C2,communiquer penser tant langages impose lindividu contemporain dentrer systmes rseaux quil doit comprendre hirarchiser
3750,Les membres sont au nombre de quatre,B1,membres nombre quatre
3751,Quel personnage meurt à la fin de cette histoire ?,B1,quel personnage meurt fin cette histoire
3752,Ils ont peint le mur sale de la cuisine.,A2,peint mur sale cuisine
3753,Le bras est relié au tronc par l'épaule et à l'avant-bras par le coude,B1,bras reli tronc lpaule lavantbras coude
3754,On peut faire une classe inversée en restant dans le transmissif.,B1,peut faire classe inverse restant transmissif
3755,"Comme Jean-Christophe Deledicq, un informaticien fondateur de la librairie des maths, pour qui ""il y a tellement de manières d'aimer les mathématiques [qu'il propose] de nombreux produits plus ou moins littéraires, plus ou moins ludiques""",C2,comme jeanchristophe deledicq informaticien fondateur librairie maths a tellement manires daimer mathmatiques quil propose nombreux produits plus moins littraires plus moins ludiques
3756,"Quand vous disposez de tous vos fichiers numérisés, vous pouvez effectuer la formalité en ligne en remplissant le formulaire interactif que vous validerez en fin de saisie.",B2,quand disposez tous fichiers numriss pouvez effectuer formalit ligne remplissant formulaire interactif validerez fin saisie
3757,Qui est absent ?,A1,absent
3758,"Comme le chrétien qui veut se délivrer du corps, par là même pense sans cesse à son corps, de même ces philosophies, sans cesse en lutte contre l'empirique, sont enchaînées à l'empirique.",C2,comme chrtien veut dlivrer corps mme pense sans cesse corps mme philosophies sans cesse lutte contre lempirique enchanes lempirique
3759,"Il apprend ensuite tout ce qui concerne ""la recherche"", c'est-à-dire savoir trouver et identifier les passages piétons, les pistes cyclables et les rues, s'arrêter devant les portes ou les escaliers, savoir éviter les difficultés, monter dans les transports, etc.",B1,apprend ensuite tout concerne recherche cestdire savoir trouver identifier passages pitons pistes cyclables rues sarrter devant portes escaliers savoir viter difficults monter transports etc
3760,"Entre-temps, cette inflation a dopé les interactions et donné une place nouvelle à l'Europe vis-à-vis des autres ensembles sociaux de l'Ancien Monde.",C1,entretemps cette inflation a dop interactions donn place nouvelle leurope visvis autres ensembles sociaux lancien monde
3761,Tu es américain et elle est anglaise.,A1,amricain anglaise
3762,j'espère vous avoir près de moi pour une jolie fête.,A1,jespre avoir prs jolie fte
3763,"Quand tu eus appelé à l'aide, ils vinrent nous porter secours",C2,quand appel laide vinrent porter secours
3764,"A cette vie désordonnée, Platon oppose une vie guidée par la raison, incarnée par la sagesse socratique",C2,a cette vie dsordonne platon oppose vie guide raison incarne sagesse socratique
3765,Elle fit semblant de ne pas l'entendre et continua d'avancer.,B1,fit semblant lentendre continua davancer
3766,"Au moment de payer, notre petit garçon est toujours volontaire.",A2,moment payer petit garon toujours volontaire
3767,Un rêve d'enfant réalisé.,A1,rve denfant ralis
3768,"La plate-forme française du commerce équitable (PFCE), réseau des treize principales associations et entreprises françaises, a élaboré sa propre charte.",C1,plateforme franaise commerce quitable pfce rseau treize principales associations entreprises franaises a labor propre charte
3769,Rien ne va plus: les primaires du parti socialiste tournent en eau de boudin.,B2,rien va plus primaires parti socialiste tournent eau boudin
3770,Dites-moi où me cacher.,A2,ditesmoi o cacher
3771,Il y a beaucoup de pièces,A2,a beaucoup pices
3772,Nous sommes en vacances chez des amis.,A1,vacances chez amis
3773,"Le chancelier autrichien a annoncé ne plus vouloir dépendre de l'Union européenne pour la production de vaccins et que, avec la Première ministre danoise, il allait engager des discussions avec Israël.",B2,chancelier autrichien a annonc plus vouloir dpendre lunion europenne production vaccins premire ministre danoise allait engager discussions isral
3774,Les changements géographiques apparaissent alors autant comme des causes que des conséquences des dynamiques historiques.,C1,changements gographiques apparaissent alors autant comme causes consquences dynamiques historiques
3775,"Il a précisé qu'il n'avait pas prévu de le faire, et il a ajouté qu'il le regrettait.",B1,a prcis quil navait prvu faire a ajout quil regrettait
3776,"Évaluant l'intérêt croissant porté à son récit, l'homme de Barbès sirotait une tasse de thé, étalait son sourire édenté et continuait, d'une voix encore plus vive.",B2,valuant lintrt croissant port rcit lhomme barbs sirotait tasse th talait sourire dent continuait dune voix encore plus vive
3777,"En allant à la campagne, nous aurions cueilli des petits fruits.",B2,allant campagne cueilli petits fruits
3778,Nous passâmes quelque temps à Arcachon et je fus à l'école communale: les principes démocratiques de mon grand-père l'exigeaient.,C1,passmes quelque temps arcachon lcole communale principes dmocratiques grandpre lexigeaient
3779,C'est un fait inquiétant qu'on constate dans toutes les capitales européennes : les touristes séjournent de plus en plus dans des appartements loués sur des sites internet.,B1,cest fait inquitant quon constate toutes capitales europennes touristes sjournent plus plus appartements lous sites internet
3780,"En analysant les données recueillies lors des épreuves d'évaluation dans le primaire et le secondaire, on constate qu'il n'y a aujourd'hui pas de différences de performances entre filles et garçons.",B2,analysant donnes recueillies lors preuves dvaluation primaire secondaire constate quil ny a aujourdhui diffrences performances entre filles garons
3781,"C'est pourquoi, il décida de remplacer les habi-tuelles portes automatiques par des portiers en superbe livrée, ce qui donna un caractère très luxueux à cet aéroport.",C2,cest pourquoi dcida remplacer habituelles portes automatiques portiers superbe livre donna caractre trs luxueux cet aroport
3782,Il a su se défendre et mentir lorsqu'on lui posait des questions embarassantes.,B1,a su dfendre mentir lorsquon posait questions embarassantes
3783,Nommez-les dans l'ordre.,A1,nommezles lordre
3784,L'oiseau s'approcha de lui à tout petits pas.,A2,loiseau sapprocha tout petits
3785,"Loin d'une société oisive, il faut continuer à innover et aider les populations qui risquent de voir leur travail disparaître en les formant à d'autres talents.",C2,loin dune socit oisive faut continuer innover aider populations risquent voir travail disparatre formant dautres talents
3786,Toutes ces fêtes ont le même but : remercier les mamans pour ce qu'elles font toute l'année !,A2,toutes ftes mme but remercier mamans quelles font toute lanne
